# LAMMPS data file written by OVITO Basic 3.10.6

12942 atoms
6 atom types

0.0 36.4134 xlo xhi
0.0 62.2790769461 ylo yhi
0.0 77.1721 zlo zhi
-0.5262170941 0.0 0.0 xy xz yz

Atom Type Labels

1 C
2 H
3 I
4 N
5 O
6 Pb

Masses

1 12.0107  # C
2 1.00794  # H
3 126.90447  # I
4 14.0067  # N
5 15.9994  # O
6 207.2  # Pb

Atoms  # atomic

1 2 31.332909 25.081031 2.637045
2 2 30.467512 24.873596 1.287989
3 5 30.611999 25.473874 2.09006
4 2 9.312205 14.469001 3.103204
5 2 9.781558 13.89439 1.667437
6 5 9.624203 13.656564 2.638625
7 2 18.47639 2.964197 8.261471
8 2 19.814033 3.819255 7.959012
9 5 18.804715 3.814024 7.883017
10 2 24.738042 15.055431 15.444432
11 2 23.894917 14.559356 16.730879
12 5 23.843533 14.763471 15.740816
13 2 25.705653 14.103988 4.19272
14 2 25.228652 15.036851 5.423221
15 5 25.511858 15.036044 4.451459
16 2 18.748247 54.275578 4.716484
17 2 19.143633 53.880257 3.200144
18 5 18.77964 53.526134 4.07572
19 2 8.36598 23.472198 13.738745
20 2 7.848037 21.941363 13.751906
21 5 8.542636 22.572949 13.373542
22 2 4.825719 7.614475 17.363991
23 2 5.073501 7.300423 15.798146
24 5 5.311085 7.920985 16.56168
25 2 31.468625 15.395685 8.547926
26 2 32.543666 15.379182 9.754537
27 5 32.337419 15.760599 8.839928
28 2 10.798721 26.386432 16.077344
29 2 11.355456 26.254634 14.565864
30 5 10.875261 25.768187 15.312396
31 2 6.949716 22.583513 5.571278
32 2 6.323002 22.785501 4.095363
33 5 6.437106 22.131778 4.859662
34 2 11.387043 49.665591 5.393683
35 2 11.774507 49.979379 3.856379
36 5 11.011022 49.922119 4.518451
37 2 20.563984 50.859367 7.723903
38 2 22.006754 50.141516 7.846381
39 5 21.472389 50.964739 8.093939
40 2 31.176927 51.010079 4.704392
41 2 31.694727 50.547179 3.24511
42 5 31.70967 51.296755 3.92514
43 2 27.386924 23.236863 7.7464
44 2 28.095808 22.365078 6.584776
45 5 27.667572 22.3235 7.500971
46 2 7.386248 40.839198 4.266876
47 2 6.69175 40.234625 5.595055
48 5 6.51515 40.66222 4.694775
49 2 20.931419 35.880684 16.881756
50 2 21.123835 37.06461 15.798616
51 5 21.507914 36.642048 16.634351
52 2 11.290672 35.35849 18.08217
53 2 11.208272 36.801573 17.359248
54 5 11.189798 35.801172 17.206334
55 2 17.284299 53.603986 2.06508
56 2 16.485195 52.669226 1.016484
57 5 16.558672 52.939975 1.989019
58 2 21.389837 60.294445 3.081312
59 2 20.591277 61.284931 2.084751
60 5 21.024024 61.206697 2.996418
61 2 10.098632 5.106381 3.284451
62 2 9.02154 3.914988 3.104591
63 5 9.502001 4.669753 2.63129
64 2 4.099697 37.128274 4.515198
65 2 2.630434 37.783802 4.362081
66 5 3.156496 37.030911 4.787453
67 2 27.997954 5.626316 7.254431
68 2 28.432635 5.917779 5.72538
69 5 28.425116 5.223334 6.461734
70 2 15.029417 5.833495 7.762091
71 2 14.48053 6.023293 9.270267
72 5 14.592893 5.363052 8.511331
73 2 15.202206 31.199983 6.448235
74 2 15.120944 31.441151 4.852262
75 5 15.5825 30.91524 5.583638
76 2 29.137624 43.005384 5.036006
77 2 29.98855 43.086508 3.664423
78 5 29.114454 42.783416 4.075056
79 2 17.241783 60.897305 5.250134
80 2 16.862842 61.23404 3.715562
81 5 17.598854 61.270157 4.409472
82 2 32.184774 56.741495 1.229647
83 2 30.775077 55.985204 1.000145
84 5 31.700888 55.898857 1.400076
85 2 26.272624 51.317078 14.770737
86 2 25.107052 52.40511 15.034413
87 5 26.098346 52.282973 14.870261
88 2 8.514884 39.81091 10.15884
89 2 9.560503 39.790529 11.390977
90 5 8.80998 40.311927 10.955791
91 2 6.688737 5.47122 1.000682
